Entity,Year,Unsafe_water_source,Unsafe_sanitation,Household_air_pollution_from_solid_fuels,Child_wasting,Low_birth_weight_for_gestation,Secondhand_smoke,Alcohol_use,Drug_use,Diet_low_in_fruits,Unsafe_sex,High_fasting_plasma_glucose,High_body_mass_index,High_systolic_blood_pressure,Smoking,Iron_deficiency,Vitamin_A_deficiency,Low_bone_mineral_density,Air_pollution,Outdoor_air_pollution,Diet_high_in_sodium,Diet_low_in_whole_grains
Denmark,2007,6.94946503,4.406055666,18.62071988,47.90587852,120.9221804,664.0545708,4877.903413,498.4218427,1315.703224,239.2549872,8987.033274,4227.495458,9609.300257,14325.87426,0.646916403,0.611435641,414.6752246,2721.811121,2753.42,1359.299363,2524.601303
Denmark,2008,7.209652141,4.508530436,17.22362391,44.17520304,118.1052838,624.4446016,4538.247139,505.2413766,1212.739551,226.369173,8699.786557,4116.609477,9107.203615,13834.28007,0.807303247,0.629888171,402.6742677,2647.076014,2679.84,1286.351942,2390.767742
Denmark,2009,7.904650948,4.885257988,16.96489985,42.56806834,103.582012,612.4826337,4331.501684,521.0836358,1189.922034,231.0244747,8677.350306,4126.696902,8913.287178,13729.84768,0.701743743,0.592866725,397.2353415,2656.80433,2691.28,1276.28394,2341.971912
Denmark,2010,8.283636194,5.036580505,15.85741751,39.03046426,99.15771111,598.198572,4146.224739,524.6219072,1139.0858,232.6577655,8531.926304,4089.407599,8626.17272,13505.77898,0.311346429,0.602214314,390.3653792,2619.966259,2656.01,1248.851606,2256.738954
Denmark,2011,8.454419623,5.04651192,14.10508518,35.41682942,95.02042713,574.9789708,3901.742926,514.3291458,1065.108295,210.2691953,8231.058979,3962.449742,8186.506542,12943.00845,0.510280402,0.616713963,387.2764911,2619.215906,2658.47,1184.360736,2130.180405
Denmark,2012,8.625160757,5.068736615,14.25844594,33.47538685,91.46482576,564.721268,3747.842576,502.6400262,1028.532854,211.8100498,8142.146551,3928.946149,7995.661902,12637.86539,0.245747211,0.618105622,386.1575448,2418.604129,2454.08,1152.780674,2069.108821
Denmark,2013,8.793420998,5.067186906,14.02131123,33.90039067,92.89085065,560.8138319,3625.72192,503.925893,1005.862831,209.0887839,8107.033805,3917.890342,7874.714555,12381.96828,0.356034604,0.62828125,387.717053,2375.856868,2411.44,1129.05866,2035.066844
Denmark,2014,8.780354407,4.984291964,12.89946547,33.55837083,98.24130054,550.6177678,3482.535129,503.5903719,984.0814503,193.701048,7988.740873,3876.740414,7696.390841,11981.14235,0.484995841,0.655930041,385.5177504,2367.38372,2404.57,1093.20565,1982.60383
Denmark,2015,8.700012853,4.889150669,12.97007619,33.63577386,94.89736314,551.5149903,3387.292762,503.3277355,976.829318,201.5566172,8036.885634,3904.346821,7716.771618,11761.18118,0.246478946,0.621615283,385.7969272,2329.994507,2366.81,1076.701248,1982.072688
Denmark,2016,8.609835172,4.795911716,13.18062653,35.41163623,91.01698005,565.9606979,3386.896462,527.5759169,1001.946759,203.3953811,8264.334494,4019.34729,7961.709524,11744.90368,0.374544462,0.587789537,400.1719827,2314.383639,2350.52,1111.283202,2053.069001
Denmark,2017,8.557294332,4.72150901,12.74874828,36.57528855,89.3871,582.3483778,3388.970459,546.9372566,1023.843868,205.4621379,8476.867694,4128.475723,8207.898052,11700.02393,0.402398493,0.569978623,411.5603951,2366.00742,2404.04,1144.141762,2119.594712
Estonia,1990,2.93199416,1.973132539,544.9081172,27.39666945,72.30154581,483.1912491,-209.9829203,94.19797336,1551.1888,118.8019574,3386.553428,2450.069394,7064.333101,3898.550556,1.377032174,0.277862993,70.66168274,1123.430813,581.48,1616.219344,2199.80093
Estonia,1991,2.688675611,1.773199108,542.6437732,24.96640391,64.39500263,488.5726923,-147.6507278,101.1863076,1585.837665,122.1676922,3456.545467,2519.301786,7218.45835,4023.873384,1.198332582,0.243859858,73.08773884,1141.043717,601.36,1643.630765,2251.639232
Estonia,1992,2.452469238,1.58083929,514.6829989,22.46981087,60.59026857,473.8326799,-44.55098613,105.9149157,1563.557497,115.2606041,3393.876287,2495.027824,7085.311483,4017.670997,0.916298109,0.228097281,71.28810002,1112.353376,600.52,1600.948847,2213.027166
Estonia,1993,2.187093545,1.380058052,530.2955958,20.48369253,54.07289692,499.7312545,90.55025479,120.2780311,1667.219844,122.9455884,3578.200398,2685.229107,7474.416074,4320.065473,1.068514951,0.196499338,75.11325501,1172.589922,645.22,1654.575702,2355.596936
Estonia,1994,1.793889823,1.115269873,547.9781382,17.41683789,48.89973145,526.7601865,304.4416949,134.1656774,1768.532871,124.1969744,3753.275561,2885.159608,7860.046678,4596.248596,0.961080619,0.163663715,105.6571119,1230.281868,685.27,1704.345107,2494.392312
Estonia,1995,1.581015277,0.971659544,502.916381,16.23235432,46.28272834,491.4510415,356.5058798,134.1978394,1647.063304,114.0232744,3550.054041,2712.847061,7364.100885,4295.643727,0.848788555,0.153415471,71.3479072,1140.980126,640.79,1607.801479,2324.15273
Estonia,1996,1.102844039,0.670354323,437.5078484,13.46900271,36.30965622,436.3308654,352.9371153,125.0697009,1450.021237,104.4043596,3252.151032,2436.938212,6597.258119,3744.777483,0.167089733,0.123466901,63.72647407,1007.155695,572.06,1448.04877,2051.037404
Estonia,1997,1.148438509,0.688405264,418.7256855,12.87547325,31.65370982,427.9206915,458.1427805,133.0225991,1405.568027,100.0311999,3274.95366,2436.622702,6483.266827,3612.246814,0.358520764,0.120410673,62.58696898,978.4821951,562.12,1425.475953,1994.101964
Estonia,1998,1.140222981,0.672888941,419.0179593,11.60287525,28.5196535,442.827186,624.3496874,147.5787448,1434.702874,98.48039543,3470.225905,2581.353876,6700.858503,3648.700381,0.3470657,0.110751262,62.96762664,1001.685352,585.11,1471.388954,2049.567599
Estonia,1999,1.227685486,0.712662631,389.0079673,10.63460789,28.45770141,421.0858309,733.9092783,151.0581812,1355.226003,90.04275147,3394.000751,2519.363184,6400.703314,3373.84048,0.373092088,0.102609874,59.991638,942.4055943,555.75,1394.709879,1930.258438
Estonia,2000,1.03697445,0.591704515,369.2531917,9.47352893,26.66735319,415.5331368,868.2383706,161.630299,1312.984504,90.75489165,3407.361542,2560.241786,6352.408942,3235.030349,0.597600043,0.089795858,57.45137679,919.1882614,552.3,1377.014648,1887.557242
Estonia,2001,0.859473752,0.482983368,364.4786393,8.465112861,25.38401763,418.8519118,1098.476531,178.3092594,1307.734679,88.84608511,3493.447922,2666.996093,6500.342692,3211.89634,0.272956172,0.0775234,58.76473324,933.8157619,571.83,1395.456757,1904.213448
Estonia,2002,0.92601721,0.511888882,345.83784,7.558449711,23.17603992,403.2764182,1229.837574,189.4736309,1240.362845,78.56734657,3413.438386,2639.822662,6329.044296,3115.880751,0.260492885,0.073773049,56.14931834,904.6983977,561.38,1361.094851,1807.811323
Estonia,2003,0.832063376,0.451919909,328.7088035,6.949329526,24.01577201,386.629139,1347.057608,187.3693092,1171.133463,84.22156344,3352.123093,2624.185292,6172.454766,2982.218929,0.51570352,0.069528303,54.04116252,874.799979,548.65,1332.230726,1714.447585
Estonia,2004,0.659856597,0.353137934,302.0717928,6.365386943,23.36551672,367.9929877,1494.612582,201.8695793,1107.05807,89.77131951,3260.346071,2611.906767,6002.331091,2880.786016,0.485948718,0.062832234,52.09832072,836.34075,536.87,1299.811394,1613.343586
Estonia,2005,0.677258103,0.357322752,274.8274886,5.517207255,21.81589097,352.5319145,1559.043929,206.771125,1046.696207,99.56989834,3191.021333,2622.232285,5913.077512,2773.160125,0.28400483,0.059197114,51.80204639,798.2022825,525.96,1282.394689,1531.297032
Estonia,2006,0.659371546,0.346518199,257.050202,5.184205396,21.01522221,340.5615562,1649.206202,221.3271585,997.3116013,108.2721913,3143.236047,2665.779346,5885.776473,2759.670432,0.170704782,0.050130081,51.42804094,778.8174184,524.44,1280.460076,1464.660109
Estonia,2007,0.741941504,0.383673954,237.3204038,4.964669509,20.96103627,327.6718159,1772.757877,235.7769429,949.109532,102.8559764,3113.618919,2746.469653,5930.083324,2765.257715,0.066765608,0.04804486,50.75577275,760.0352201,525.46,1293.119241,1405.669886
Estonia,2008,0.663527829,0.338851486,208.5039098,4.510607681,19.35318957,297.1649369,1722.480084,229.7934703,853.950387,102.7900902,2937.660303,2701.699195,5722.945263,2572.539485,0.103634665,0.041223068,47.46501987,697.9521323,492.1,1247.139399,1275.091593
Estonia,2009,0.709647492,0.360307879,191.0325923,3.934916071,17.25262564,277.0828786,1738.219777,231.9496194,800.2249944,103.6609,2845.854422,2713.665959,5656.579022,2485.371163,0.06903312,0.036357709,45.91195958,659.1118779,470.71,1226.413322,1191.412379
Estonia,2010,0.711232888,0.359596589,165.8359553,3.759244092,14.93954489,251.8694369,1661.569389,223.082691,727.2986753,95.94303458,2659.177752,2624.101938,5397.615078,2320.195672,0.134349323,0.0349813,42.43578023,599.8016054,436.5,1163.279405,1077.398342
Estonia,2011,0.683635246,0.336442203,151.8496407,3.240172391,11.97979833,243.0730661,1686.499218,238.6074762,695.8963189,102.1160804,2599.604847,2651.955698,5378.05813,2277.093527,0.124649345,0.028351395,42.01115461,574.1565527,424.86,1150.350993,1027.769256
Estonia,2012,0.734303136,0.353071429,144.3549549,3.108065004,11.40050163,237.8561583,1713.752793,244.9579261,674.0889238,96.93014513,2572.61727,2700.011207,5414.313299,2275.716083,0.122825574,0.029970605,42.3959533,536.7392351,394.89,1150.017142,993.4855635
Estonia,2013,0.781238759,0.366013952,136.1227149,2.76459503,9.572876838,229.9299372,1627.251885,228.7213921,644.870762,97.50572317,2536.828277,2718.418329,5405.83135,2204.077406,0.122964406,0.027589183,42.00099631,505.4379547,371.76,1134.620984,953.5623106
Estonia,2014,0.768000084,0.354091852,128.017697,2.613672353,9.517304797,227.6317241,1671.344697,226.7090561,629.2477916,92.6018063,2527.946584,2756.873307,5429.599852,2232.67824,0.060605785,0.026488898,42.09138182,508.1106713,382.7,1129.978226,934.8621859
Estonia,2015,0.801763883,0.365196039,120.0720092,2.604650322,9.553233694,218.6276818,1580.156058,219.1511407,602.2001651,87.70830137,2462.995145,2708.389974,5306.13415,2138.728596,0.036661784,0.026281086,41.41752343,455.9584992,338.22,1087.193691,900.744651
Estonia,2016,0.758791103,0.342669285,115.5751409,2.448001783,8.870404827,221.0733683,1540.777497,217.5960104,613.8387954,84.82570936,2509.22043,2696.876471,5317.856585,2137.135278,0.058119387,0.023846752,41.7203495,450.9915843,337.66,1093.10565,927.7553611
Estonia,2017,0.747593469,0.334991322,115.2638221,2.328093449,8.263173818,224.338817,1523.903306,214.8997983,623.9745683,82.53658816,2555.786406,2715.788478,5379.593824,2160.762046,0.057010884,0.022186677,42.35182394,452.4183776,339.39,1111.241832,951.9833128
Finland,1990,3.143265716,2.752903066,108.4103002,6.20767081,124.0373271,569.0350647,1434.521723,357.0254986,2694.314507,146.3738981,7621.561191,4866.545194,15734.90369,9056.063072,0.925719381,0.804916694,365.9104497,1956.705058,1855.89,1761.066748,4057.417377
Finland,1991,3.107207819,2.660395166,101.2769849,5.713698961,123.9621799,537.6704816,1473.968797,368.5061503,2622.835815,145.2603238,7553.64336,4776.49968,15231.57302,8636.648759,0.853649222,0.765521208,364.3931471,1909.489166,1815.72,1719.801627,3922.798582
Finland,1992,2.940216804,2.581896131,97.28937606,4.932471158,114.4909726,519.5502692,1472.977743,372.2806257,2618.149663,147.4490446,7692.907359,4786.880868,15117.11007,8401.120182,0.942913841,0.661933366,374.250782,1904.435371,1814.79,1715.97771,3888.107736
Finland,1993,2.708323351,2.437106987,92.06453095,4.528545667,102.2370742,497.9917463,1472.68658,373.7167824,2590.38439,144.7378619,7752.496834,4755.350546,14834.65257,8080.800471,0.730375325,0.577336888,383.5878802,1874.769986,1790.41,1709.160947,3818.27711
Finland,1994,2.430322831,2.236900843,82.21367039,4.271420533,97.35409143,460.5460705,1524.157947,374.5908945,2456.942955,134.9135784,7441.414724,4566.565233,13930.86171,7546.85385,1.086304969,0.541354769,379.2812389,1761.836054,1687.08,1633.578111,3593.071121
Finland,1995,2.24683514,2.118389255,77.2025667,4.119390079,87.82676886,454.9614343,1643.026065,395.2839514,2480.36052,135.644311,7594.387449,4651.750168,13925.7064,7480.822711,0.621378359,0.495077201,400.4459544,1762.690335,1693.27,1669.305306,3610.004466
Finland,1996,2.113210737,2.047557829,72.97358619,4.10775206,81.21416939,433.3974414,1785.118968,412.4979687,2400.53477,136.2291737,7518.66507,4594.082006,13399.78987,7216.170185,0.650138821,0.4715696,423.5911054,1732.073386,1667.23,1639.030751,3476.364526
Finland,1997,1.835016273,1.826912915,67.75547897,4.247078446,77.10585166,418.425626,1882.714519,417.1061094,2366.20966,120.227891,7662.811463,4658.635954,13190.23353,7034.811622,0.775322186,0.450878966,453.2370451,1722.730719,1663.45,1659.252467,3429.599015
Finland,1998,1.728971298,1.763527647,63.85584884,4.117657199,72.49735938,401.9774405,2013.049213,412.7535874,2308.479031,115.4495115,7759.746786,4704.013093,12880.27062,6874.799704,0.79700135,0.431013063,476.9981866,1697.345235,1642.23,1662.902537,3359.198243
Finland,1999,1.569276247,1.635187499,59.1428872,3.953186455,68.02318534,386.8056026,2082.81562,422.4016584,2260.198208,115.4823559,7875.488816,4762.134171,12654.13999,6675.758541,0.662647316,0.394638087,478.3003159,1663.792545,1613.45,1675.041013,3309.295405
Finland,2000,1.439905081,1.530503205,54.81100861,4.026584482,63.32174978,374.368974,2121.941291,435.6094166,2216.090216,116.2413224,7948.799039,4819.684927,12496.5154,6462.599855,0.817493622,0.362986119,493.8270638,1626.975526,1580.95,1684.73667,3269.897771
Finland,2001,1.38617116,1.502844093,51.37824328,3.944248972,59.05028577,355.7219793,2172.563132,443.480505,2134.056417,107.7767936,7821.966952,4792.652605,12152.70733,6186.21107,0.773950963,0.327299278,497.8120983,1586.040911,1543.48,1661.828809,3168.848879
Finland,2002,1.505792921,1.473087393,47.96810254,3.934866987,57.46047027,344.1532271,2238.780041,453.4504935,2097.267498,110.9492682,7813.855889,4854.517405,12071.40889,5958.848883,0.792169641,0.307798481,511.5680967,1567.242653,1528.11,1667.359159,3136.68689
Finland,2003,1.509883501,1.451285334,43.55275209,4.045746105,60.68217348,333.1487892,2474.388524,476.4156591,2050.601145,113.3371887,7677.666963,4886.262054,11825.95534,5782.561278,0.639809059,0.32020051,515.3601724,1528.029224,1493.34,1669.27733,3072.171019
Finland,2004,1.392726066,1.315790746,39.86130522,4.042640905,64.4503285,326.5945713,2742.315025,522.5930804,2016.234582,114.2489961,7573.953585,4958.041146,11644.7687,5663.172001,1.120471849,0.305221407,514.2792907,1487.390814,1456.38,1675.419681,3027.945081
Finland,2005,1.499368772,1.393713002,35.81148567,3.976423906,61.12025808,316.8263149,2859.679292,554.6140065,1975.213446,113.3452877,7533.773623,4986.944504,11489.53153,5539.642612,0.777761401,0.28051174,516.8431463,1441.350018,1414.52,1676.317172,2976.312935
Finland,2006,1.597128889,1.460400452,32.73522423,3.770699018,55.45235063,305.7535817,2834.954869,576.783536,1925.653625,115.5514439,7519.34219,4978.923018,11335.13746,5409.80497,0.767686952,0.241462836,513.1816994,1416.695682,1393.17,1669.829607,2911.598802
Finland,2007,1.815128732,1.629445698,31.19395217,4.047242535,55.00501478,308.9277767,2877.668011,619.495026,1920.746649,120.3377168,7683.724391,5105.662137,11464.04244,5425.650762,0.420024021,0.240534435,522.7040935,1428.527917,1406.87,1699.452081,2927.953505
Finland,2008,1.87709804,1.651127949,29.03473356,4.029992341,53.04328769,309.4587286,2823.556449,640.3308663,1892.981003,116.4370235,7777.268095,5182.395548,11492.75847,5378.055279,0.797480319,0.229511252,531.7739961,1416.602838,1397.24,1707.088914,2906.93472
Finland,2009,1.823042775,1.577553658,26.78876733,4.146838476,49.99631198,310.753697,2751.539949,655.4793387,1869.946728,115.7175986,7867.462555,5248.930444,11514.37105,5372.289349,0.402013643,0.210744516,537.0328861,1406.090989,1389.21,1734.868362,2884.056118
Finland,2010,1.682879819,1.427538674,25.02108251,4.021199446,47.02855001,311.8522007,2702.926056,657.7315332,1862.060119,122.1578351,8000.823694,5348.792531,11594.33291,5391.762755,0.57870489,0.192719436,544.79152,1395.289459,1380.37,1769.629503,2872.18225
Finland,2011,1.463332488,1.216366459,23.3053993,4.206366676,45.32401093,307.8614632,2636.504821,652.283892,1825.021583,119.104036,8013.434946,5388.397762,11485.26856,5337.345686,0.264652475,0.183228708,547.5571986,1383.483449,1370.5,1772.544708,2815.035711
Finland,2012,1.285778191,1.051965863,21.8644911,4.167774585,42.0551225,305.8483502,2570.011604,649.3495303,1809.202527,123.5327147,8117.930836,5487.627501,11499.95254,5316.668019,0.451657436,0.17137581,554.051571,1246.629705,1234.02,1785.259887,2789.353064
Finland,2013,1.184373082,0.952170945,20.37954305,4.078592812,34.75391243,305.981036,2544.891597,650.5070076,1798.105387,120.7320156,8199.029979,5588.49243,11497.05167,5345.833781,0.327611882,0.138518771,558.3860862,1172.975183,1161.55,1794.194224,2763.088568
Finland,2014,1.038740681,0.822066391,19.2611069,3.964410717,35.62994538,301.3882637,2452.849648,633.0478033,1765.711254,119.0894019,8198.48448,5617.761748,11391.60498,5291.587528,0.488034772,0.135840633,561.2142129,1185.404198,1175.41,1777.193932,2707.257681
Finland,2015,1.017297168,0.79473257,18.09864325,4.418531392,30.38870937,299.8694677,2348.098368,624.6006484,1756.01931,117.8494849,8294.361415,5680.888652,11418.82288,5270.094218,0.395328264,0.112049169,569.2427831,1099.694924,1090.12,1778.547285,2696.390606
Finland,2016,1.098610818,0.849639413,17.55330688,4.389540931,30.6547399,312.8020453,2335.838028,642.2869649,1820.791762,117.2252938,8627.277997,5862.365834,11797.94541,5457.538369,0.361062094,0.113718712,594.5301431,1092.0828,1082.95,1841.241711,2806.130251
Finland,2017,1.13796829,0.873044555,17.73701247,4.468583429,30.87398876,325.4036914,2331.733999,659.028087,1874.74857,117.8465258,8900.770706,6021.785741,12136.29975,5638.935713,0.362888008,0.115414602,612.5567621,1126.930413,1117.99,1895.657595,2900.496616
France,1990,99.16298058,67.06012327,938.4097934,1614.615173,1347.328767,6300.717997,75145.86461,2306.737765,18686.67442,5225.553042,40358.09971,34090.12117,95511.36475,91604.99742,16.20437788,1.915762918,5432.186679,23229.67133,22717.81,12177.73177,25982.47577
France,1991,102.8658922,67.13011972,835.4821722,1653.999392,1313.001121,6221.091836,72135.56531,2442.894188,18173.99658,6044.006455,40030.69787,34100.67106,93549.86017,91278.49762,16.19981199,1.841095067,5326.802156,22901.29774,22486.35,12070.62759,25460.44788
France,1992,104.0808697,66.57048648,739.9678629,1697.82273,1208.785354,6159.910495,69429.00431,2573.822903,17708.85236,6610.647464,39944.87965,34205.21443,91932.22076,91079.66579,15.42211328,1.657398019,5255.817531,22669.24873,22348.37,12000.09572,25001.42098
France,1993,102.4295614,64.55202595,669.1028777,1722.116345,1129.477387,6173.383266,67752.93466,2704.010191,17506.8389,6991.510727,40401.6452,34646.76588,91255.84805,91926.76157,12.86277114,1.517655258,5217.402315,22690.46044,22443.18,12119.45044,24876.02324
France,1994,100.4297146,63.34103158,603.7326575,1736.856985,1074.329488,6068.817441,65123.4488,2779.703433,17028.47086,7328.893955,40330.6975,34609.39633,89266.46646,91142.38423,13.77799176,1.350442952,5108.557365,22290.07248,22102.7,12054.41187,24353.32142
France,1995,99.87924738,63.20263418,563.1054531,1774.137994,989.2065729,6041.019332,63064.51228,2851.226257,16783.38371,7091.220173,40793.88741,34988.61341,88640.43161,90652.11076,13.25648796,1.203901328,5099.190904,22189.62668,22042.35,12259.07449,24237.02684
France,1996,96.19947343,60.42959425,511.2296748,1812.656381,960.8748026,5998.00544,61284.03563,2908.451667,16521.43322,5788.72505,41556.96281,35502.72393,87824.59061,89905.70289,15.93838182,1.212718761,5093.106229,22106.27859,22011.54,12351.47034,24044.09405
France,1997,92.91879631,58.67004803,468.5720538,1825.005672,955.6794441,5907.133984,59398.61298,2923.909992,16103.1206,3581.553999,42590.79286,36054.05929,86091.59845,88800.79032,14.33807647,1.243537963,5061.649719,21790.04199,21730.55,12418.19787,23595.97745
France,1998,96.06705338,61.74339885,441.8008201,1881.273358,929.5779031,6032.457205,59330.21167,3084.426377,16295.36253,3288.396056,45629.64854,37986.98493,87330.39485,90690.4699,14.27230101,1.277455526,5253.984302,22233.82629,22202.26,12851.26746,24079.46992
France,1999,94.55128604,61.60963575,408.9028157,1933.940344,918.3428554,5974.4908,58023.68351,3210.206517,16069.15005,3205.7343,47793.293,39051.15486,86775.80487,90236.02685,12.66733568,1.290867984,5363.16307,22046.46445,22032.56,13015.31042,23975.86789
France,2000,95.75238575,63.83666545,377.5921277,2009.558582,948.2327758,5790.060378,56078.41184,3327.119658,15607.76991,3154.837949,48897.97786,39230.31246,84786.94642,88409.85669,12.07039884,1.387053762,5409.008915,21339.50199,21320.45,12921.10287,23451.73405
France,2001,91.70574115,62.76252135,347.4210407,2074.155935,943.0104806,5718.068702,55579.46715,3476.121737,15518.38835,3127.436708,50544.99986,40177.66278,84052.6199,88401.37278,11.25356597,1.399478069,5468.972093,21279.81431,21276.47,12962.44125,23450.58527
France,2002,93.75483551,58.36890058,325.9960173,2133.049204,872.0234637,5635.702775,55013.80723,3608.011994,15447.1389,3135.369127,52279.76162,41178.33767,83560.38885,88356.72067,12.79976624,1.254115769,5562.585786,21409.30885,21422.02,13004.81718,23479.61329
France,2003,96.8133915,59.17417909,301.0675198,2190.876699,852.4481071,5502.735653,54518.31602,3741.111888,15311.33059,3077.103707,53507.56344,41884.79334,82383.05989,88021.04654,10.86076413,1.201254424,5573.741033,21405.19949,21439.24,13012.61373,23315.60411
France,2004,93.88901148,56.32451896,263.4776662,2063.251289,824.1607129,5084.669089,51318.26877,3736.115955,14308.38364,2983.964762,51726.18655,40585.9717,76845.45349,84016.04635,10.2975267,1.12065434,5274.89033,20195.88051,20246.31,12317.57663,21753.48481
France,2005,95.64839866,56.27138964,246.3810592,2089.763562,785.2910445,5006.028865,51163.32763,3902.987999,14311.08766,2847.172596,53012.25278,41231.81208,76988.66632,84852.50272,9.414421971,1.029379415,5303.94623,20341.57459,20411.14,12389.3585,21715.33064
France,2006,97.99370151,56.55429897,227.0173082,2111.536657,789.5818184,4821.941336,49727.21266,4014.920991,14067.44123,2844.348543,53841.58535,41211.25366,75886.6918,83994.28389,10.26572563,1.010275277,5323.528788,20153.78935,20240.47,12269.82693,21329.00168
France,2007,101.0031009,57.63634448,214.4415413,2157.984892,776.2348882,4652.544935,48308.87695,4141.853648,13823.88643,2705.647653,55220.62999,41270.26795,75372.15777,83434.98021,10.42463721,0.973602711,5383.100237,20141.1965,20242.89,12187.62419,21048.8663
France,2008,103.157644,57.91518731,202.8996984,2269.470637,789.8377452,4554.073652,47255.74234,4352.280687,13848.83194,2687.650649,57698.19502,42007.29397,76322.15309,83623.37419,9.128627273,0.960271093,5566.741808,20485.0593,20606.59,12299.79345,21214.53274
France,2009,99.99162381,55.25759188,191.1158285,2353.998921,789.7140134,4482.670632,46645.3938,4600.509447,13965.36153,2614.540841,59785.68575,42701.7923,77064.97786,84294.66961,9.924093928,0.909333798,5728.581981,20837.03733,20978.31,12633.8393,21334.28834
France,2010,90.13602502,48.90128305,179.4401605,2388.13953,793.5846805,4329.846987,45465.10811,4759.468727,13809.46547,2529.594651,60314.8137,42735.8289,76431.86622,83599.6926,10.65733364,0.842947618,5777.051486,20754.17535,20911.15,12732.72665,21040.19635
France,2011,72.24192068,38.44481572,170.0269322,2420.259772,752.97276,4225.636478,44388.63205,4889.700601,13739.11927,2462.294487,61130.30285,43106.63887,76545.09498,83421.70682,8.912611589,0.706811663,5907.183134,20864.44613,21035.45,12955.24747,20961.25995
France,2012,63.68919825,33.32637056,168.8093573,2497.005079,765.4374764,4114.790399,43218.24267,4971.276489,13710.31112,2469.575855,62242.76223,43493.46941,77018.7364,83007.53324,8.462473883,0.639463708,6065.843492,20304.78938,20468.6,13211.41167,20915.08792
France,2013,56.45334655,29.00345593,160.484252,2510.812872,774.4137937,3974.003115,41999.77835,5042.164719,13537.51499,2480.262918,62382.65654,43521.16186,76556.58632,82013.61078,7.616850662,0.603895663,6148.38943,19995.98751,20166.39,13270.83127,20612.58258
France,2014,52.13077297,26.34386693,156.732935,2501.938712,736.4029698,3800.725119,40497.4483,5072.152555,13300.28717,2354.451978,62048.6828,43261.37071,75588.37211,80201.17794,7.235081049,0.5649556,6182.574891,18646.9636,18798.75,13201.0228,20169.45485
France,2015,55.06098252,27.4667349,151.8769732,2600.025743,721.8186384,3749.360448,40262.26911,5192.924951,13483.29449,2388.501224,63792.72082,44033.58917,77411.20647,80348.78088,6.966090408,0.594266341,6358.178573,19413.8098,19589.38,13584.51575,20578.03785
France,2016,56.65440744,27.9724122,151.6849867,2683.924812,692.423122,3645.521207,39248.09615,5248.258391,13408.01416,2370.666189,64382.37522,44266.76854,77840.00655,79122.78195,6.764796249,0.580709043,6471.044325,18693.29084,18859.48,13732.96633,20564.52033
France,2017,59.22350104,28.99232037,145.1098772,2788.45592,667.878784,3616.94651,38820.82835,5367.317449,13606.33325,2373.429389,65806.68498,45053.72998,79549.83043,79002.38066,6.572422796,0.555334794,6641.998061,18991.52329,19174.22,14078.12618,20953.00103
Germany,1990,40.66714032,36.34494119,2181.868725,151.2254049,2128.872249,13416.89484,75507.80348,4205.210402,38550.46333,5957.54659,143622.1506,94803.45435,274799.2047,200748.3501,26.51559682,3.471249635,5262.957999,56805.75461,55357.53,33082.96039,58056.07351
Germany,1991,39.19798519,33.14539137,2019.395878,125.5898246,1898.71555,12793.78526,74158.70466,4511.883106,38104.01458,6109.694297,142979.138,94250.04502,267131.4604,197403.6933,24.3444201,2.851217895,5226.457823,55547.39754,54252.51,32627.11301,56901.43546
Germany,1992,36.71166507,31.34682872,1887.443577,109.3049988,1713.658273,12002.42741,71541.49884,4677.83508,37067.2248,6072.842107,140254.4917,92232.14919,255851.0565,190751.6382,20.93834343,2.33798311,5053.823955,53443.65278,52260.15,31714.25707,54828.59567
Germany,1993,32.95906508,28.61992681,1777.252176,97.55790486,1604.706421,11619.51046,69945.93499,4853.954491,37263.82497,6290.242984,141545.7276,92777.99708,252361.6785,188511.2254,19.02562343,1.982233539,4980.749187,52983.87042,51910.37,31975.58471,54555.83793
Germany,1994,28.12800095,24.94319938,1680.792695,92.69839895,1522.136332,11185.5737,68419.98657,5010.054597,36935.91882,6204.427601,141145.1819,92514.20645,246321.0531,184977.4203,17.66803021,1.736783891,4841.536378,52055.38521,51072.99,31952.38905,53783.08539
Germany,1995,24.07274135,21.94733728,1608.130145,93.95381458,1496.758948,10819.25188,66697.67971,5109.131395,36933.83105,5867.427119,140951.5091,92530.5334,241667.2508,181756.7636,13.31910018,1.538223637,4763.020565,51375.47683,50470.16,32180.69151,53142.49803
Germany,1996,21.88981151,20.60714188,1546.226576,91.10670695,1482.921492,10477.2936,65051.99156,5150.423631,36862.96051,5346.726691,139450.8723,92572.74393,236445.3224,177451.5658,14.32797969,1.412061451,4657.252727,50566.29065,49721.3,32116.71253,52411.92764
Germany,1997,20.92120935,20.41115492,1465.47647,90.82387264,1442.610959,9988.935001,62475.50522,5110.883687,36226.9671,4463.956184,135506.5829,91376.42025,228290.756,169839.5287,13.79280268,1.355437977,4441.121854,48857.97236,48076,31948.73923,50941.58495
Germany,1998,20.59222941,20.806463,1366.545764,85.44715274,1336.552577,9490.27538,59884.05131,5092.236043,35414.71875,4058.698224,131034.4409,89874.21407,220143.9174,161592.0649,13.14777795,1.295449814,4277.120777,46934.14506,46233.01,31593.82887,49327.95007
Germany,1999,21.34796798,22.23738712,1311.278138,86.93064937,1321.822756,9293.065648,58119.86987,5189.241637,35317.94009,3928.177576,130124.1054,90518.36523,215887.4322,157361.5871,12.55494107,1.308676664,4237.43254,46386.77167,45742.62,31755.90116,48860.25089
